CrimeAgainst,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseType,ReportDate,OffenseCount,Year
Property,Downtown,11/8/22,1030,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,11/8/22,1,2022
Property,Downtown,12/3/21,0020,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1/15/22,1,2022
Property,Downtown,5/6/22,0806,Larceny Offenses,Theft From Motor Vehicle,5/6/22,1,2022
Property,Downtown,6/1/22,1635,Larceny Offenses,Theft From Motor Vehicle,6/1/22,1,2022
Property,Downtown,8/5/22,0810,Vandalism,Vandalism,8/5/22,1,2022
Property,Downtown,10/19/22,0905,Larceny Offenses,Theft From Building,10/20/22,1,2022
Property,Downtown,9/6/22,1630,Motor Vehicle Theft,Motor Vehicle Theft,9/8/22,1,2022
Property,Downtown,1/18/22,1126,Larceny Offenses,All Other Larceny,1/18/22,1,2022
Person,Downtown,1/28/22,2200,Assault Offenses,Simple Assault,1/28/22,1,2022
Property,Downtown,2/3/22,1441,Larceny Offenses,All Other Larceny,2/3/22,1,2022
Person,Downtown,2/17/22,1249,Assault Offenses,Simple Assault,2/17/22,1,2022
Property,Downtown,4/2/22,1156,Larceny Offenses,All Other Larceny,4/14/22,1,2022
Property,Downtown,4/30/22,1918,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,4/30/22,1,2022
Property,Downtown,6/17/22,1500,Motor Vehicle Theft,Motor Vehicle Theft,6/20/22,1,2022
Property,Downtown,7/14/22,0000,Motor Vehicle Theft,Motor Vehicle Theft,7/14/22,1,2022
Person,Downtown,9/17/22,1029,Assault Offenses,Simple Assault,9/17/22,1,2022
Property,Downtown,9/24/22,2000,Motor Vehicle Theft,Motor Vehicle Theft,9/25/22,1,2022
Property,Downtown,10/15/22,1333,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,10/15/22,1,2022
Person,Downtown,10/16/22,0204,Assault Offenses,Aggravated Assault,10/16/22,1,2022
Property,Downtown,10/16/22,0204,Vandalism,Vandalism,10/16/22,1,2022
Person,Downtown,10/27/22,0817,Assault Offenses,Intimidation,10/27/22,2,2022
Property,Downtown,11/16/22,1300,Motor Vehicle Theft,Motor Vehicle Theft,11/17/22,1,2022
Person,Downtown,12/6/22,0454,Assault Offenses,Intimidation,12/6/22,1,2022
Person,Downtown,12/10/22,0354,Assault Offenses,Simple Assault,12/10/22,1,2022
Property,Downtown,3/16/22,1527,Fraud Offenses,Identity Theft,3/16/22,1,2022
Property,Downtown,3/18/22,1331,Larceny Offenses,All Other Larceny,3/19/22,1,2022
Property,Downtown,3/23/22,0420,Larceny Offenses,Theft From Motor Vehicle,3/23/22,1,2022
Property,Downtown,4/2/22,2325,Larceny Offenses,Theft From Coin-Operated Machine or Device,4/3/22,1,2022
Property,Downtown,4/11/22,1400,Fraud Offenses,Credit Card/ATM Fraud,4/11/22,1,2022
Property,Downtown,2/22/22,1111,Larceny Offenses,All Other Larceny,4/13/22,1,2022
Property,Downtown,4/21/22,0920,Vandalism,Vandalism,4/22/22,1,2022
Property,Downtown,4/25/22,1400,Larceny Offenses,Theft From Motor Vehicle,4/25/22,1,2022
Property,Downtown,4/19/22,0000,Larceny Offenses,All Other Larceny,4/25/22,1,2022
Property,Downtown,5/13/22,0645,Fraud Offenses,Identity Theft,5/13/22,1,2022
Property,Downtown,5/18/22,0040,Larceny Offenses,Theft From Motor Vehicle,5/18/22,1,2022
Property,Downtown,6/12/22,0740,Vandalism,Vandalism,6/12/22,1,2022
Property,Downtown,6/12/22,0200,Larceny Offenses,Theft From Motor Vehicle,6/14/22,1,2022
Property,Downtown,6/20/22,1000,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,6/20/22,1,2022
Property,Downtown,7/11/22,0800,Vandalism,Vandalism,7/12/22,1,2022
Property,Downtown,8/11/22,0500,Larceny Offenses,Theft From Motor Vehicle,8/11/22,1,2022
Property,Downtown,7/23/22,1600,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,7/29/22,1,2022
Property,Downtown,9/14/22,1105,Vandalism,Vandalism,9/14/22,1,2022
Property,Downtown,9/6/22,0011,Larceny Offenses,Theft From Motor Vehicle,9/23/22,1,2022
Property,Downtown,10/13/22,0600,Larceny Offenses,All Other Larceny,10/28/22,1,2022
Property,Downtown,11/11/22,2100,Vandalism,Vandalism,11/12/22,1,2022
Property,Downtown,11/16/22,1000,Vandalism,Vandalism,11/17/22,1,2022
Property,Downtown,12/1/22,1800,Larceny Offenses,Theft From Motor Vehicle,12/1/22,1,2022
Property,Downtown,12/26/22,2130,Vandalism,Vandalism,12/27/22,1,2022
Property,Downtown,12/12/22,1302,Larceny Offenses,All Other Larceny,12/28/22,1,2022
Property,Downtown,1/27/22,0118,Vandalism,Vandalism,1/27/22,1,2022
Property,Downtown,1/26/22,2000,Larceny Offenses,Theft From Motor Vehicle,1/27/22,1,2022
Property,Downtown,2/4/22,1008,Vandalism,Vandalism,2/4/22,1,2022
Property,Downtown,2/8/22,2100,Larceny Offenses,Theft From Motor Vehicle,2/9/22,1,2022
Property,Downtown,5/30/22,1030,Larceny Offenses,Theft From Motor Vehicle,5/30/22,1,2022
Property,Downtown,7/4/22,1445,Larceny Offenses,Theft From Motor Vehicle,7/4/22,1,2022
Property,Downtown,7/7/22,0503,Vandalism,Vandalism,7/7/22,1,2022
Property,Downtown,7/15/22,0520,Burglary,Burglary,7/15/22,1,2022
Property,Downtown,9/8/22,0708,Burglary,Burglary,9/8/22,1,2022
Property,Downtown,9/17/22,0000,Larceny Offenses,Theft From Motor Vehicle,9/17/22,1,2022
Property,Downtown,9/17/22,0000,Vandalism,Vandalism,9/17/22,1,2022
Property,Downtown,9/21/22,1625,Motor Vehicle Theft,Motor Vehicle Theft,9/21/22,1,2022
Property,Downtown,10/6/22,0411,Motor Vehicle Theft,Motor Vehicle Theft,10/7/22,1,2022
Property,Downtown,10/22/22,1000,Larceny Offenses,Theft From Motor Vehicle,10/22/22,1,2022
Property,Downtown,11/1/22,0210,Burglary,Burglary,11/1/22,1,2022
Property,Downtown,11/17/22,0337,Burglary,Burglary,11/17/22,1,2022
Property,Downtown,11/17/22,1751,Burglary,Burglary,11/17/22,1,2022
Property,Downtown,11/25/22,1600,Motor Vehicle Theft,Motor Vehicle Theft,11/26/22,1,2022
Property,Downtown,12/10/22,0946,Burglary,Burglary,12/10/22,1,2022
Property,Downtown,2/9/22,1700,Vandalism,Vandalism,2/9/22,1,2022
Property,Downtown,2/18/22,1025,Larceny Offenses,Theft From Motor Vehicle,2/18/22,1,2022
Property,Downtown,3/24/22,2055,Vandalism,Vandalism,3/26/22,1,2022
Property,Downtown,3/24/22,1815,Larceny Offenses,Theft From Motor Vehicle,3/24/22,1,2022
Property,Downtown,3/24/22,2100,Larceny Offenses,Theft From Motor Vehicle,3/27/22,1,2022
Property,Downtown,3/27/22,0100,Larceny Offenses,Theft From Motor Vehicle,3/27/22,1,2022
Property,Downtown,3/27/22,0100,Larceny Offenses,Theft From Motor Vehicle,3/27/22,1,2022
Property,Downtown,4/8/22,0635,Larceny Offenses,Theft From Motor Vehicle,4/8/22,1,2022
Property,Downtown,4/13/22,0100,Larceny Offenses,Theft From Motor Vehicle,4/13/22,1,2022
Property,Downtown,4/21/22,1850,Vandalism,Vandalism,4/22/22,1,2022
Property,Downtown,4/22/22,1120,Vandalism,Vandalism,4/22/22,1,2022
Property,Downtown,5/27/22,1600,Vandalism,Vandalism,5/27/22,1,2022
Property,Downtown,6/18/22,0844,Vandalism,Vandalism,6/19/22,1,2022
Property,Downtown,7/12/22,0125,Larceny Offenses,Theft From Motor Vehicle,7/12/22,1,2022
Property,Downtown,7/15/22,0520,Burglary,Burglary,7/15/22,1,2022
Property,Downtown,7/26/22,1115,Vandalism,Vandalism,7/26/22,1,2022
Property,Downtown,8/11/22,0700,Larceny Offenses,Theft From Motor Vehicle,8/12/22,1,2022
Property,Downtown,8/11/22,2300,Larceny Offenses,Theft From Building,8/12/22,1,2022
Property,Downtown,8/20/22,0000,Vandalism,Vandalism,8/20/22,1,2022
Property,Downtown,8/25/22,1100,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,8/26/22,1,2022
Property,Downtown,8/29/22,0555,Larceny Offenses,Theft From Motor Vehicle,8/29/22,1,2022
Property,Downtown,9/8/22,1130,Larceny Offenses,Theft From Motor Vehicle,9/8/22,1,2022
Property,Downtown,10/11/22,0700,Vandalism,Vandalism,10/11/22,1,2022
Property,Downtown,10/27/22,2030,Larceny Offenses,Theft From Motor Vehicle,10/30/22,1,2022
Property,Downtown,11/13/22,2100,Vandalism,Vandalism,11/19/22,1,2022
Property,Downtown,12/14/22,2305,Larceny Offenses,Theft From Motor Vehicle,12/15/22,1,2022
Property,Downtown,2/21/22,1430,Vandalism,Vandalism,2/23/22,1,2022
Property,Downtown,5/19/22,1930,Larceny Offenses,Theft From Motor Vehicle,5/19/22,1,2022
Property,Downtown,5/19/22,1120,Fraud Offenses,False Pretenses/Swindle/Confidence Game,5/24/22,1,2022
Property,Downtown,10/1/22,0500,Vandalism,Vandalism,10/2/22,1,2022
Property,Downtown,12/16/22,1630,Vandalism,Vandalism,12/18/22,1,2022
Person,Downtown,2/4/22,2216,Assault Offenses,Simple Assault,2/4/22,1,2022
Property,Downtown,4/5/22,1031,Vandalism,Vandalism,4/5/22,1,2022
Property,Downtown,4/9/22,1200,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,4/14/22,1,2022
Property,Downtown,4/16/22,2200,Burglary,Burglary,4/17/22,1,2022
Property,Downtown,5/1/22,1833,Burglary,Burglary,5/1/22,1,2022
Property,Downtown,5/21/22,1500,Motor Vehicle Theft,Motor Vehicle Theft,5/21/22,1,2022
Property,Downtown,7/6/22,2134,Larceny Offenses,Theft From Motor Vehicle,7/6/22,1,2022
Person,Downtown,7/10/22,2254,Assault Offenses,Aggravated Assault,7/10/22,1,2022
Property,Downtown,8/5/22,2200,Motor Vehicle Theft,Motor Vehicle Theft,8/7/22,1,2022
Property,Downtown,10/15/22,1442,Larceny Offenses,Theft From Motor Vehicle,10/15/22,1,2022
Property,Downtown,10/18/22,1930,Motor Vehicle Theft,Motor Vehicle Theft,10/19/22,1,2022
Society,Downtown,11/22/22,1047,Pornography/Obscene Material,Pornography/Obscene Material,11/22/22,1,2022
Society,Downtown,12/1/22,0249,Weapon Law Violations,Weapons Law Violations,12/1/22,1,2022
Property,Downtown,12/8/22,0001,Burglary,Burglary,12/8/22,1,2022
Property,Downtown,12/16/22,2048,Burglary,Burglary,12/20/22,1,2022
Property,Downtown,1/18/22,0805,Larceny Offenses,Theft From Motor Vehicle,1/18/22,1,2022
Property,Downtown,1/30/22,2200,Larceny Offenses,Theft From Motor Vehicle,1/31/22,1,2022
Property,Downtown,4/26/22,0300,Larceny Offenses,Theft From Motor Vehicle,4/26/22,1,2022
Property,Downtown,5/10/22,1515,Larceny Offenses,Theft From Motor Vehicle,5/10/22,1,2022
Property,Downtown,5/7/22,0330,Larceny Offenses,All Other Larceny,5/10/22,1,2022
Property,Downtown,5/13/22,2100,Vandalism,Vandalism,5/14/22,1,2022
Property,Downtown,5/14/22,0715,Vandalism,Vandalism,5/14/22,1,2022
Property,Downtown,5/17/22,1805,Larceny Offenses,Theft From Motor Vehicle,5/17/22,1,2022
Property,Downtown,6/28/22,1855,Vandalism,Vandalism,6/28/22,1,2022
Property,Downtown,6/21/22,1125,Larceny Offenses,Theft From Motor Vehicle,7/20/22,1,2022
Property,Downtown,8/9/21,1000,Larceny Offenses,All Other Larceny,7/27/22,1,2022
Property,Downtown,9/1/22,1025,Larceny Offenses,Theft From Motor Vehicle,9/2/22,1,2022
Property,Downtown,9/29/22,1900,Vandalism,Vandalism,9/30/22,1,2022
Property,Downtown,9/27/22,1435,Larceny Offenses,All Other Larceny,10/7/22,1,2022
Property,Downtown,10/11/22,0230,Larceny Offenses,Theft From Motor Vehicle,10/12/22,1,2022
Property,Downtown,9/27/22,1200,Larceny Offenses,All Other Larceny,10/18/22,1,2022
Property,Downtown,12/20/22,0450,Larceny Offenses,Theft From Motor Vehicle,12/20/22,1,2022
Property,Downtown,11/27/22,1100,Larceny Offenses,All Other Larceny,12/29/22,1,2022
Property,Downtown,12/31/22,1645,Fraud Offenses,Credit Card/ATM Fraud,12/31/22,1,2022
Property,Downtown,3/8/22,1300,Motor Vehicle Theft,Motor Vehicle Theft,3/10/22,1,2022
Property,Downtown,7/4/22,2300,Burglary,Burglary,7/5/22,1,2022
Property,Downtown,8/26/22,1509,Counterfeiting/Forgery,Counterfeiting/Forgery,8/26/22,1,2022
Property,Downtown,10/2/22,0000,Burglary,Burglary,10/2/22,1,2022
Property,Downtown,4/20/22,1000,Burglary,Burglary,4/20/22,1,2022
Property,Downtown,5/15/22,1610,Burglary,Burglary,5/20/22,1,2022
Property,Downtown,6/3/22,0900,Burglary,Burglary,6/5/22,1,2022
Property,Downtown,6/14/22,0000,Burglary,Burglary,8/12/22,1,2022
Property,Downtown,4/23/22,2100,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,4/24/22,1,2022
Property,Downtown,4/28/22,1840,Vandalism,Vandalism,4/28/22,1,2022
Property,Downtown,8/19/22,2000,Larceny Offenses,Theft From Motor Vehicle,8/21/22,1,2022
Property,Downtown,12/28/22,0620,Larceny Offenses,Theft From Motor Vehicle,12/28/22,1,2022
